CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
MELHOROU MUITO,5,0,2.2.435197.0,2021-11-10 20:59:12
EXCELENTE ,5,0,2.2.432925.0,2021-11-10 20:58:08
OTIMO,5,0,2.2.435197.0,2021-11-10 18:59:33
BEM INTUITIVO.,5,0,2.2.432925.0,2021-11-10 18:52:37
ESSE APP E COMO VC CONTROLA A SUA ALEXA EU AMEI A MINHA ALEXA E MUITO BOA,5,0,2.2.435197.0,2021-11-10 18:06:24
ATE O MOMENTO ESTOU ACHANDO BOM O APP ,5,0,2.2.435197.0,2021-11-10 17:58:22
A MELHOR ASSISTENTE DE VOZ DE TODAS!,5,0,2.2.435197.0,2021-11-10 16:57:31
MEIA HORA TENTANDO CONECTAR UM DISPOSITIVO SEM ME INFORMAR QUE PRECISAVA ATUALIZAR...,4,0,2.2.435197.0,2021-11-10 16:55:29
MUITO BOM ADORO AQUANDO MANDO ELA DESLIGAR A TV PARA MIM DORMIR,5,0,2.2.416420.0,2021-11-10 16:13:03
BELEZA,5,0,2.2.435197.0,2021-11-10 15:42:40
GOSTEI MUITO. VALEU O INVESTIMENTO,5,0,2.2.435197.0,2021-11-10 15:05:18
MUITO BACANA. COMPREI O ECOSHOW AI VAI SER MELHOR AVALIADO,5,0,2.2.432925.0,2021-11-10 13:24:19
DA PRA CONTROLAR ALEXA,5,0,2.2.433151.0,2021-11-10 13:00:39
MUITO BOM ,5,0,2.2.432925.0,2021-11-10 12:12:40
MUITO BOM O APP A ALEXA GOSTEI MUITO,5,0,2.2.432925.0,2021-11-10 11:55:16
COM A ULTIMA ATUALIZACAO O APP TRAVA,5,0,2.2.432925.0,2021-11-10 11:47:52
EU NAO TENHO UMA ALEXA,5,0,2.2.435197.0,2021-11-10 11:31:05
APLICATIVO TOP! RECOMENDO!,5,0,2.2.435197.0,2021-11-10 11:20:38
MELHOR APP QUE TENHO,5,0,2.2.433151.0,2021-11-10 11:07:40
ALEXA JA E A MINHA PARCEIRA!!! ME AJUDA A ME ORGANIZAR,5,0,2.2.435197.0,2021-11-10 11:01:34
"MUITO BOM A ""ALEXA E MUITO LEGAL",5,0,2.2.435197.0,2021-11-10 10:56:23
A ALEXA E MUITO BOA LIGA O APLICATIVO QUANDO FALA ISSO E BOM QAUNDO A PESOA FALA LIGAR UM APLICATIVO ELA LIGA E DIMAIS RECOMENDO,5,0,2.2.435197.0,2021-11-10 09:56:30
ESTOU GOSTANDO,4,0,2.2.435197.0,2021-11-10 06:27:13
MARAVILHOSA ,5,0,2.2.432925.0,2021-11-09 23:36:25
MUITO BOM,5,0,2.2.432925.0,2021-11-09 22:51:55
OTIMO,5,0,2.2.432925.0,2021-11-09 21:58:54
APP PAROU DE FUNCIONAR DESDE O COMECO DO MES!!,4,0,2.2.432925.0,2021-11-09 21:34:14
BOM,5,0,2.2.432925.0,2021-11-09 21:30:11
OTIMA,5,0,2.2.432925.0,2021-11-09 21:27:03
MUITO BOMMMM,5,0,2.2.432925.0,2021-11-09 20:41:30
TUDO QUE IMAGINAVA,5,0,2.2.432925.0,2021-11-09 20:31:13
"APLICATIVO ANDA BEM LENTO, NA SUA NAVEGACAO ENTRE TELAS",5,0,2.2.432925.0,2021-11-09 20:08:21
MUITO LEGAL E DIVERTIDA DA PARA PASSA UM BOM TEMPO,5,0,2.2.432925.0,2021-11-09 20:05:16
MELHOR APP MUITO BOM PARA AUTOMACAO DA MINHA CASA,5,0,2.2.432925.0,2021-11-09 19:52:27
OTIMO DIA,5,0,2.2.432925.0,2021-11-09 19:48:12
CURTINDO BASTANTE,5,0,2.2.432925.0,2021-11-09 19:46:42
INPUT LAG,4,0,2.2.432925.0,2021-11-09 19:18:27
AMEI,5,0,2.2.432925.0,2021-11-09 19:05:43
AMO ,5,0,2.2.432925.0,2021-11-09 16:46:38
MUITO BOM.,5,0,2.2.432925.0,2021-11-09 16:19:51
OTIMOOO,5,0,2.2.432925.0,2021-11-09 16:01:30
MUITO BOM MESMO,5,0,2.2.432925.0,2021-11-09 15:05:46
MUITO BOM,5,0,2.2.432925.0,2021-11-09 14:59:11
A ALEXA NAO ESTA PRESTANDO,5,0,2.2.432925.0,2021-11-09 13:52:37
LEGAL,5,0,2.2.432925.0,2021-11-09 13:33:32
"FACILITA A ROTINA DA CASA, FACIL ACESSO E MUITO DIDATICO",5,0,2.2.432925.0,2021-11-09 13:30:43
AINDA ESTOU APRENDENDO USAR ALEXIA POR ENQUANTO TUDO BEM FUNCIONA PERFEITAMENTE,4,0,2.2.432925.0,2021-11-09 11:54:18
"RESPOSTA PRA TUDO, SHOW.",5,0,2.2.432925.0,2021-11-09 11:33:58
MUITO BOM E UMA ASSISTENTE MUITO EFICIENTE.,5,0,2.2.432925.0,2021-11-09 10:20:03
MUITO BOM,5,0,2.2.432925.0,2021-11-09 10:03:29
BOM,4,0,2.2.432925.0,2021-11-09 08:47:06
AS VEZES FALHA.,4,0,2.2.432925.0,2021-11-09 08:20:21
EXCELENTE,5,0,2.2.432925.0,2021-11-09 07:51:17
AMEI O APLICATIVO E OS MEUS DOTS,5,0,2.2.432925.0,2021-11-09 07:04:27
APLICATIVO MUITO BOM. CONECTA COM A CAIXA DE SOM ALEXA E MUITO FACIL DE USAR,4,0,2.2.432925.0,2021-11-09 06:16:25
MUITO TOP OBRIGADO AOS DESENVOLVEDORES ,5,0,2.2.432925.0,2021-11-09 04:00:27
MUITO BOM,5,0,2.2.432925.0,2021-11-09 02:36:33
OTIMO,5,0,2.2.433151.0,2021-11-08 23:18:20
OTIMO ELA FAZ PASSAR O TEMPO MAIS RAPIDO,5,0,2.2.432925.0,2021-11-08 23:05:46
TOP!!,5,0,2.2.432925.0,2021-11-08 23:01:40
OTIMO,5,0,2.2.432925.0,2021-11-08 21:47:34
ALEXA E 10,5,0,2.2.432925.0,2021-11-08 21:41:12
BOM APP,4,0,2.2.433151.0,2021-11-08 20:38:27
EXCELENTE,5,0,2.2.432925.0,2021-11-08 20:27:46
EXCELENTE EXPERIENCIA!,5,0,2.2.432925.0,2021-11-08 20:23:11
APP MARAVILHOSO,5,0,2.2.432925.0,2021-11-08 20:16:56
OTIMO,5,0,2.2.432925.0,2021-11-08 20:04:36
MARAVILHOSA!,5,0,2.2.432925.0,2021-11-08 19:47:28
"USO A ALEXA TODOS OS DIAS EM MINHA CASA, ELA LIGA E DESLIGA AS LUZES, CONTROLA O AR, A TV E AINDA CONTA HISTORIAS PARA MINHAS FILHAS. ADOREI",5,2,2.2.432925.0,2021-11-08 19:45:24
ESTOU APAIXONADA! EXCELENTE!,5,0,2.2.432925.0,2021-11-08 19:28:18
ALEXA BOM,5,0,2.2.432925.0,2021-11-08 19:21:31
"OTIMO, MAIS PODERIA FUCIONAE FORA DO APLICATIVO, IRIA SER BEM MELHOR, PORQUE AS VEZES NAO POSSO ENTRAR NO APLICATIVO.",5,0,2.2.432925.0,2021-11-08 18:47:08
PERFEITO,5,0,2.2.432925.0,2021-11-08 18:42:36
TOP!,5,0,2.2.432925.0,2021-11-08 18:34:30
MUITO PRATICO.,4,0,2.2.433151.0,2021-11-08 18:31:30
LEGAL,5,0,2.2.432925.0,2021-11-08 18:01:56
MUITO TOP.,5,0,2.2.432925.0,2021-11-08 17:53:33
MUITO DAORA SELOKO!,5,0,2.2.432925.0,2021-11-08 17:42:10
APP EXCELENTE!ESTOU ENTRANDO NO RAMO DE AUTOMACAO!! E O APP E EXELENTE,5,0,2.2.432925.0,2021-11-08 17:33:45
OTIMO E FACIL DE USAR!,5,0,2.2.432925.0,2021-11-08 16:38:42
TOP,5,0,2.2.432925.0,2021-11-08 16:17:39
TOP TOP,5,0,2.2.432925.0,2021-11-08 14:56:26
AMEI PARABENS VCS SAO MASSA,5,0,2.2.432925.0,2021-11-08 14:45:13
POR ENQUANTO GOSTANDO BASTANTE,5,0,2.2.432925.0,2021-11-08 14:38:13
EXCELENTE APLICATIVO FUNCIONA MUITO BEM ESTAO DE PARABENS ,5,0,2.2.432925.0,2021-11-08 14:16:55
MUITO BOM,5,0,2.2.432925.0,2021-11-08 14:09:23
MUITO FACIL DE USAR E CONFIGURAR A ECHO DOT,5,0,2.2.432925.0,2021-11-08 13:13:21
MUITO BOM RECOMENDO,5,0,2.2.432925.0,2021-11-08 12:44:25
OTIMO APLICATIVO TA ME AJUDANDO MUITO,4,0,2.2.432925.0,2021-11-08 12:34:47
MUITO BOM. A MELHOR APP DO MUNDO.,5,0,2.2.432925.0,2021-11-08 12:01:02
A AMAZON FEZ UM OTIMO TRABALHO PRA COLOCAR A ALEXA PRA TELEFONE,5,0,2.2.432925.0,2021-11-08 10:37:47
MARAVILHA,5,0,2.2.432925.0,2021-11-08 10:21:52
ESTOU ENFRENTANDO PROBLEMAS COM O APP DESDE SUA ULTIMA ATUALIZACAO. TELA PRETA!!! KD O SUPORTE QUE NAO RESPONDE OU RESOLVE O PROBLEMA?!?!?!,4,0,2.2.432925.0,2021-11-08 10:01:41
EU GOSTEI MUITO DO APP,5,0,2.2.432925.0,2021-11-08 09:53:18
MUDOU MINHA VIDA!,5,0,2.2.432925.0,2021-11-08 08:52:34
TOP,4,0,2.2.432925.0,2021-11-08 02:12:23
MUITO BOM,5,0,2.2.432925.0,2021-11-08 00:14:26
"PERFEITO, SO PRECISA DEIXAR DEFINIR SOM DE ALAME COM AS MUSICA DO DEEZER OU AMAZON MUSIC PELO APP.",5,0,2.2.433151.0,2021-11-07 23:36:32
EXCELENTE APP GOSTO MUITO ESTAO DE PARABENS ,5,0,2.2.432925.0,2021-11-07 23:35:40
EXCELENTE,5,0,2.2.432925.0,2021-11-07 23:06:47
MUITO BOM.,5,0,2.2.432925.0,2021-11-07 23:06:33
"DESDE A ULTIMA ATUALIZACAO O APP PAROU DE FUNCIONAR NO WIFI. QUANDO COLOCO NO 4G FUNCIONA. TODOS OS OUTROS APPS DA AMAZON (MUSIC, VIDEO) FUNCIONAM NO MEU WIFI. O CELULAR DA MINHA ESPOSA ESTA COM O MESMO PROBLEMA. SO CONSIGO GERENCIAR MINHA CASA OU ATUALIZAR NOSSA LISTA DE MERCADO PELO 4G EM AMBOS OS CELULARES. DEVE TER SIDO ALGUM BUG COM ESSA NOVA VERSAO. NO AGUARDO DA CORRECAO. AH, MINHA ECHO DOT FUNCIONA NO WIFI.",4,39,2.2.432925.0,2021-11-07 22:08:52
BOM ATE O MOMENTO,5,0,2.2.432925.0,2021-11-07 22:05:29
OTIMO,5,0,2.2.433151.0,2021-11-07 22:03:42
AINDA TEN UNS BUGS MAS FUNCIONA RAZOAVELMENTE BEM.,4,0,2.2.432925.0,2021-11-07 21:03:02
"MAGNIFICO,ME APAIXONEI PELO APLICATIVO!!!",5,0,2.2.432925.0,2021-11-07 20:19:29
SHOW,5,0,2.2.432925.0,2021-11-07 20:18:07
MUITO BOM FACIL CONFIGURACAO,5,0,2.2.432925.0,2021-11-07 20:05:47
VOCE E INCRIVEL,5,0,2.2.432925.0,2021-11-07 20:02:14
EXCELENTE.,5,0,2.2.432925.0,2021-11-07 19:51:38
TOP,5,0,2.2.432925.0,2021-11-07 19:50:32
"EXCELENTE, SO FICARIA MELHOR SE PERMITISSE QUE EU CHAME ALEXA MESMO SEM ABRIR O APLICATIVO",5,0,2.2.432925.0,2021-11-07 19:40:06
"MUITO INTUITIVO, TEM SKILLS QUE NAO SERVEM PARA NADA. MAS PESQUISANDO E FILTRANDO, ACHA BASTANTE COISA UTIL.",5,2,2.2.432925.0,2021-11-07 19:31:41
MUITO BOM,5,0,2.2.432925.0,2021-11-07 19:14:45
MUITO BOM ,5,0,2.2.432925.0,2021-11-07 18:57:52
"O APLICATIVO FUNCIONA BEM, POREM TEM UM PROBLEMA QUANTO A REPRODUCAO DE PLAYLISTS NO MODO ALEATORIO, QUE SO FUNCIONA EM INGLES. SERIA MUITO BOM SE VOCES RESOLVESSEM ISSO ESTABELECENDO UM COMANDO DEFINITIVO PRA REALIZAR A FUNCAO.",4,4,2.2.432925.0,2021-11-07 17:44:08
LEGAL,4,0,2.2.432925.0,2021-11-07 16:23:36
"EXCELENTE, MUITO FACIL E SIMPLES DE USAR.",5,0,2.2.432925.0,2021-11-07 15:10:24
O APP E OTIMO ,5,0,2.2.427576.0,2021-11-07 15:09:32
OTIMO,5,0,2.2.432925.0,2021-11-07 15:06:37
ATE AGORA TRANQUILO,5,0,2.2.432925.0,2021-11-07 14:23:10
O MELHOR AMANDO MUITO,5,0,2.2.432925.0,2021-11-07 11:36:26
,5,0,2.2.432925.0,2021-11-07 10:58:59
ELA E INCRIVEL,5,0,2.2.432925.0,2021-11-07 10:27:18
MELHOR APP DE INTELIGENCIA ARTIFICIAL ATE O MOMENTO 2021!!!,5,0,2.2.432925.0,2021-11-07 10:19:24
TEM MELHORADO A CADA DIA.,5,0,2.2.432925.0,2021-11-07 08:33:55
"OTIMO APLICATIVO, NAO SEI COMO NAO COMECEI A USAR ANTES",5,0,2.2.432925.0,2021-11-07 08:19:17
MUITO BOM TOP MSM VIU,5,0,2.2.432925.0,2021-11-07 01:26:41
TUDO DE BOM AMO ALEXA,5,0,2.2.432925.0,2021-11-07 00:10:52
OTIMO,5,0,2.2.432925.0,2021-11-06 23:26:18
EXCELENTE APLICATIVO!!!! PARABENS!!!,5,0,2.2.432925.0,2021-11-06 22:04:31
EU AMEI E MARAVILHOSA ,5,0,2.2.432925.0,2021-11-06 21:31:23
ESTOU A GOSTAR,5,0,2.2.432925.0,2021-11-06 20:53:16
MUITO LEGAL,5,0,2.2.432925.0,2021-11-06 18:48:11
OTIMO,5,0,2.2.432925.0,2021-11-06 16:55:34
MUITO BOM AMEI ,5,0,2.2.432925.0,2021-11-06 15:09:26
"E BOM, MAS AS VEZES TRAVA MUITO",4,0,2.2.432925.0,2021-11-06 14:28:18
EU TENHO UMA E EU ADORO ... BRINCO COM ELA AINDA MAIS QUE SOU CRIANCA E QUANDO VOU DORMIR EU FALO ALEXA APAGA A LUZ E EU TENHO VARIAS PERGUNTA QUEM CRIOU O ARMARIO E EU SOU AQUELAS CRIANCAS QUE QUER APRENDER COISAS NOVAS E DESCOBRIR MAIS. EU AMEIII,5,0,2.2.432925.0,2021-11-06 14:22:54
PODERIA SER MAIS FACIL,4,0,2.2.432925.0,2021-11-06 13:02:03
ESSENCIAL,5,0,2.2.432925.0,2021-11-06 12:43:06
MARAVILHOSO,5,0,2.2.432925.0,2021-11-06 12:27:31
MUITO BOM MARAVILHOSO ADOREI INCRIVEL PARABENS,5,0,2.2.432925.0,2021-11-06 12:21:01
EXCELENTE! MINHA CASA GANHOU VIDA DEPOIS DA CHEGADA DELA.,5,0,2.2.432925.0,2021-11-06 12:12:13
AMO A ALEXA  SEMPRE ME ATENDE E ME ATUALIZA SOBRE TUDO! PARABENS ,5,0,2.2.433151.0,2021-11-06 12:04:56
MARAVILHOSA,5,0,2.2.432925.0,2021-11-06 11:57:04
OTIMA FORMA DE CONEXAO DE TODOS OS ASSUNTOS,5,0,2.2.432925.0,2021-11-06 11:56:35
ELE E BOM,5,0,2.2.432925.0,2021-11-06 11:53:17
OTIMO,5,0,2.2.432925.0,2021-11-06 11:48:47
ALEXA EU TE AMO KKK,5,0,2.2.432925.0,2021-11-06 11:45:14
"MUITO FUNCIONAL, PODERIA SER POSSIVEL ADICIONAR UM COMPARTILHAMENTO DE CONTA COM OUTROS USUARIOS DA FAMILIA, FORA ISSO, INTEGRANDO COM CASA INTELIGENTE, MUITO BOM",5,0,2.2.432925.0,2021-11-06 11:40:38
"MESMO ALGUNS DISPOSITIVOS SENDO MEIO ""SURDINHOS"", A ALEXA EM SI, E PRESTATIVA, DIVERTIDA E ALEGRE!!! E QUE CONTINUE APRENDENDO SEMPRE, COMO NA VIDA HUMANA !!!",5,1,2.2.432925.0,2021-11-06 11:39:25
"O APP E MUITO BOM. A AMAZON ATUALIZOU FAZENDO COM QUE O APP FICASSE MAIS INTUITIVO, POREM AINDA PRECISA DE SIMPLICIDADES EM ALGUNS PONTOS QUE FICAM MEIO VAGOS, PRECISANDO DE TUTORIAIS PELA INTERNET PARA AUXILIAR A CONFIGURACAO. EM LINHAS GERAIS, ESTA MELHOR QUE AS PRIMEIRAS VERSOES.",5,2,2.2.432925.0,2021-11-06 11:34:13
GOSTAMOS MUITO DE BRINCAR COM ELA. MINHA ESPOSA ACHA ELA MUITO BURRINHA. RI UM MONTE.,5,0,2.2.432925.0,2021-11-06 11:33:32
SENSACIONAL,5,0,2.2.432925.0,2021-11-06 11:29:16
MUITO INTUITIVO E FUNCIONAL,5,0,2.2.421843.0,2021-11-06 11:22:57
ADOREI MINHA ALEXA,5,0,2.2.432925.0,2021-11-06 09:36:08
SENSACIONAL,5,0,2.2.433151.0,2021-11-06 09:24:39
"TOP, MTO INTERATIVO",5,0,2.2.432925.0,2021-11-06 09:01:54
"ADORO  ALEXA E COM CRTZ A MELHOR,",5,0,2.2.432925.0,2021-11-06 07:32:51
BOM,5,0,2.2.433151.0,2021-11-06 07:22:42
"MUITO LEGAL, SO PRECISAVA S EM PORTUGUES.",4,0,2.2.432925.0,2021-11-06 06:57:29
OTIMO,5,0,2.2.433151.0,2021-11-06 01:13:28
MUITO MARAVILHOSO,5,0,2.2.432925.0,2021-11-06 00:23:35
TOP! TOP! TOP! RECOMENDO TODA VIDA E MAIS SEIS MESES.,5,0,2.2.433151.0,2021-11-05 23:53:15
MUITO BOM,5,0,2.2.432925.0,2021-11-05 23:50:16
EXELENTE EXPERIENCIA,5,0,2.2.432925.0,2021-11-05 22:39:01
MUITO BOM...,5,0,2.2.432925.0,2021-11-05 21:30:49
BOM DE MAIS,4,0,2.2.432925.0,2021-11-05 21:23:02
MUITO BOM,5,0,2.2.432925.0,2021-11-05 20:55:13
"OTIMO PARA MEU CELULAR PRATICO, FACIL DE USAR E ME DESCULPE GOOGLE MAS DESSA VEZ VOU DE AMAZON",5,0,2.2.432925.0,2021-11-05 20:30:10
MUITO BOM OTIMO,5,0,2.2.432925.0,2021-11-05 20:16:41
"EU NAO ESTAVA CONSEGUINDO ATIVAR O DROP IN, MAS DESINSTALEI E INSTALEI NOVAMENTE E AGORA TUDO CERTO!!! ",5,0,2.2.432925.0,2021-11-05 20:06:18
SIMPLESMENTE MARAVILHOSO,5,0,2.2.427576.0,2021-11-05 19:22:29
GOSTEI MUITO.,5,0,2.2.432925.0,2021-11-05 18:26:42
SHOW,5,0,2.2.432925.0,2021-11-05 17:11:43
COMO VIVI TANTO TEMPO SEM ALEXA?,5,0,2.2.432925.0,2021-11-05 16:44:36
OTIMO,5,0,2.2.432925.0,2021-11-05 16:14:46
MUITO TOP GOSTEI DEMAIS PARABENS USO O TEMPO TODO E SHOW A TODA HORA E MUITO MAIS.,5,0,2.2.432925.0,2021-11-05 15:57:58
BOM,4,0,2.2.432925.0,2021-11-05 13:54:12
MUITO BOA GOSTEI,5,0,2.2.432925.0,2021-11-05 13:49:37
TOP,5,0,2.2.432925.0,2021-11-05 13:04:24
MUITO BOM.,5,0,2.2.432925.0,2021-11-05 12:51:43
CORRIGIRAM O ERRO DE CONEXAO.,4,2,2.2.432925.0,2021-11-05 12:42:56
MUITO BOM,5,0,2.2.432925.0,2021-11-05 11:03:38
BOA,5,0,2.2.432925.0,2021-11-05 10:59:22
MUITO BOA EXPERIENCIA,5,0,2.2.433151.0,2021-11-05 09:20:50
"UTIL , EFICIENTE E DIVERTIDA!",5,0,2.2.432925.0,2021-11-05 09:18:46
MUITO BOM AGRADECO ESTAR GRATIS,5,0,2.2.432925.0,2021-11-05 06:14:22
MUITO BOM,5,0,2.2.432925.0,2021-11-05 05:39:48
MUITO BOM,4,0,2.2.432925.0,2021-11-05 00:16:45
MUITO BOM,5,0,2.2.432925.0,2021-11-05 00:02:48
TOP,5,0,2.2.432925.0,2021-11-04 23:42:56
EXCELENTE,5,0,2.2.432925.0,2021-11-04 23:34:54
AMOOOO TANTOOOO,5,0,2.2.432925.0,2021-11-04 22:16:28
TOP SHOW VLW ALEXA TE AMO ,5,0,2.2.432925.0,2021-11-04 22:00:13
PESSIMA,5,0,2.2.432925.0,2021-11-04 21:23:02
AINDA FALTA MELHORAR DESEMPENHO MAS E MARAVILHOSA!,5,0,2.2.432925.0,2021-11-04 20:09:08
APP BEM COMPLETO POREM TRAVA DURANTE O USO,4,0,2.2.433151.0,2021-11-04 19:55:17
"ESTOU APRENDENDO AINDA ,MAS ESTOU AMANDO",5,0,2.2.432925.0,2021-11-04 18:08:55
"MARAVILHOSO, AMEI!!!",5,0,2.2.432925.0,2021-11-04 18:07:49
LEGAL,5,0,2.2.432925.0,2021-11-04 15:36:38
MUITO BOM MINHA CASA E PRATICAMENTE TODA TECNOLOGIA,5,0,2.2.432925.0,2021-11-04 14:25:41
"BOM NO GERAL, MAS ALGUMAS COISAS NAO SAO MUITO INTUITIVAS PARA MEXER",4,0,2.2.432925.0,2021-11-04 14:22:56
FACILITA MINHA VIDA.,5,0,2.2.432925.0,2021-11-04 13:52:42
"MUITO BOM, AJUDA MUITO NO DIA A DIA.",5,0,2.2.432925.0,2021-11-04 13:34:34
MUITO BOM E FUNCIONAL,5,0,2.2.432925.0,2021-11-04 12:32:29
MUITO BOM,5,0,2.2.432925.0,2021-11-04 11:56:50
EXCELENTE APP. CUMPRE O PROMETIDO.,5,0,2.2.432925.0,2021-11-04 11:55:15
"BOM DIA, ESTOU ENFRENTANDO PROBLEMAS DESDE DO DIA 31 DE OUTUBRO LOGO APOS UMA ATUALIZACAO DO APLICATIVO ALEXA, O MESMO ABRE E NAO SAI DA TELA PRETA JA DESINSTALEI, JA LIMPEI CACHE JA FIZ TUDO QUE PODIA E ESSE ERRO CONTINUA ATE A DATA PRESENTA. GOSTARIA DE SABER SE ALGUEM ESTA PASSANDO POR ESSE MESMO PROBLEMA E O QUW FAZER PARA RESOLVER.",5,179,2.2.432925.0,2021-11-04 10:47:25
GOSTEI MUINTO BOM,4,0,2.2.432925.0,2021-11-04 10:08:12
OTIMA,5,0,2.2.433151.0,2021-11-04 05:52:39
E OTIMO!,5,0,2.2.432925.0,2021-11-04 01:56:45
E UM EXCELENTE APP.,5,0,2.2.432925.0,2021-11-04 01:24:05
TOP,4,0,2.2.432925.0,2021-11-04 00:51:17
MUITOOOO SHOW,5,0,2.2.432925.0,2021-11-04 00:12:17
ASSISTENTE EXCELENTE COM VARIAS OPCOES.,5,0,2.2.433151.0,2021-11-03 23:42:22
ALEXA E INTUITIVA E DE FACIL ACIONAMENTO.,5,1,2.2.432925.0,2021-11-03 23:38:00
MUITO BOM,5,0,2.2.432925.0,2021-11-03 21:50:19
ADORO O APP E A ALEXA ME AJUDA MUITOOO,5,0,2.2.432925.0,2021-11-03 21:26:15
DANDO A NOTA SO PRA PARAR DE ENCHER O SACO PEDINDO...,5,0,2.2.432925.0,2021-11-03 21:02:19
OTIMO APLICATIVO. A LEITURA DOS LIVROS E MUITO BOA.,5,0,2.2.432925.0,2021-11-03 20:49:44
"SENAACIONAL, TO CURTINDO MUITO.",5,0,2.2.432925.0,2021-11-03 20:29:15
MUITO PRATICO GRATO,5,0,2.2.432925.0,2021-11-03 20:16:43
EXCELENTE,5,0,2.2.432925.0,2021-11-03 20:00:32
TOP,5,0,2.2.433151.0,2021-11-03 19:36:56
"A EXPERIENCIA COM O APLICATIVO ALEXA E SIMPLESMENTE INCRIVEL, TEM MUITAS FUNCOES, E SUPER COMPLETO, GOSTOU GOSTANDO MUITO.",5,1,2.2.432925.0,2021-11-03 19:32:42
TOP,5,0,2.2.432925.0,2021-11-03 18:21:00
MUITO BOA,5,0,2.2.432925.0,2021-11-03 17:42:59
EXCELENTE,5,0,2.2.432925.0,2021-11-03 16:07:54
MUITO INTERESSANTE E EDUCATIVO,5,0,2.2.433151.0,2021-11-03 14:44:34
MUITO BOM,5,0,2.2.432925.0,2021-11-03 14:34:36
SUPER AMEI O APLICATIVO ,5,0,2.2.433151.0,2021-11-03 14:20:32
OTIMO COMPLETEI COM A AMAZON,5,0,2.2.432925.0,2021-11-03 14:11:53
"EXCELENTE APP, DE GRANDE AJUDA AO DIA.",5,0,2.2.432925.0,2021-11-03 13:43:19
PERFEITO,5,0,2.2.432925.0,2021-11-03 13:06:37
MUITO BOM.,5,0,2.2.432925.0,2021-11-03 11:38:44
EXPERIENCIA INCRIVEL COM A MINHA ALEXA,5,0,2.2.432925.0,2021-11-03 11:13:59
MUITO BOM!,5,0,2.2.432925.0,2021-11-03 08:34:19
"MUITO BOM, AS VEZES ALGUNS PROBLEMAS DE RECONHECIMENTO NOS COMANDOS, MAS SUPONHO QUE SEJA INTERNET, TIRANDO ISSO EXCELENTE APARELHO PARA COMECAR SUAS PEQUENAS AUTOMACOES",4,0,2.2.432925.0,2021-11-03 08:15:42
MUITO BOM.,5,0,2.2.433151.0,2021-11-03 08:14:58
MUITO BOM,5,0,2.2.432925.0,2021-11-03 07:40:40
GOSTEI MUITO.,5,0,2.2.432925.0,2021-11-03 07:16:44
BRABO,5,0,2.2.433151.0,2021-11-03 01:19:06
EXCELENTE,5,0,2.2.432925.0,2021-11-03 00:06:40
"PIR ENQUANTO ESTA MUITO DIVERTIDO CONVERSAR COM A ALEXA, VAMOS VER QUANDO EU COMPRAR A ECHO DOT",4,0,2.2.432925.0,2021-11-02 22:15:40
ACHEI MARAVILHOSO PRINCIPAL.ENTE PRA QUEM TEM A ALEXA MELHOR AINDA E AINDA VEM COM UM COMANDO DE LIGAR AS LUZES E MUITO MASSA,5,0,2.2.413073.0,2021-11-02 21:40:33
OTIMO,5,0,2.2.432925.0,2021-11-02 21:14:12
OTIMO,5,0,2.2.433151.0,2021-11-02 20:46:52
SENSACIONAL,5,0,2.2.426944.0,2021-11-02 20:16:18
ADOREI O APLICATIVO,4,0,2.2.432925.0,2021-11-02 20:05:17
PRECISA TRAZER AS SKILS AMERICANAS PARA O BRASIL!,4,1,2.2.433151.0,2021-11-02 19:59:02
MUITO BOM SO AS VEZES QUE DA UMAS TRAVADAS MAIS O APP E MUITO BOM,4,0,2.2.432925.0,2021-11-02 19:55:16
"APP MUITO BACANA, QUE AJUDA EM ALGUMAS ATIVIDADES E LEMBRETES DIARIOS!",5,0,2.2.432925.0,2021-11-02 19:11:23
SHOW,5,0,2.2.432925.0,2021-11-02 18:48:12
"JA TINHA, SO ESTOU INSTALANDO PRA MINHA FAMILIA.",5,0,2.2.432925.0,2021-11-02 18:13:18
TOP DE MAIS!,5,0,2.2.432925.0,2021-11-02 18:11:34
MUITO LEGAL,5,0,2.2.432925.0,2021-11-02 18:10:12
OTIMO PARABENS AMAZON,5,0,2.2.432925.0,2021-11-02 17:46:45
SHOW,5,0,2.2.432925.0,2021-11-02 17:18:08
DEMORA PARA CONFIGURAR,4,0,2.2.432925.0,2021-11-02 17:06:58
MUITO BOM MAS QUANDO FALO ALEXA ELA NAO ABRE,5,0,2.2.432925.0,2021-11-02 16:04:33
MUITO BOM FUNCIONA MUITO,5,0,2.2.432925.0,2021-11-02 13:38:56
TOPIZEIRA MARAVILHOSA,5,0,2.2.427576.0,2021-11-02 12:13:32
MUITO BOM,5,0,2.2.432925.0,2021-11-02 11:55:43
ESSE APP E A MELHOR APP QUE EU JA VI NA MINHA VIDA ,5,0,2.2.432925.0,2021-11-02 11:35:43
UTIL PA KARAI,5,0,2.2.432925.0,2021-11-02 11:14:36
SHOW.,5,0,2.2.432925.0,2021-11-02 08:32:49
TOP,5,0,2.2.432925.0,2021-11-02 08:00:39
ACHEI LEGAL ESSE APLICATIVO. BEM UTIL.,5,0,2.2.432925.0,2021-11-02 03:03:26
AMEI,5,0,2.2.432925.0,2021-11-02 02:04:14
OTIMO,5,0,2.2.432925.0,2021-11-02 01:51:25
