CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
E BASTANTE LENTO E TAMBEM FALTA INTEGRACAO COM AMAZON MUSIC O MESMO PODERIA SER INTEGRADO PRA NAO PRECISAR TER DOIS APLICATIVOS INSTALADO.,3,1,2.2.416420.0,2021-08-07 13:34:33
"O DISPOSITIVO FUNCIONA MT BEM MAS O PRINCIPAL QUE EU QUERIA DE MUSICA NAO VAI, JA VINCULEI AO SPOTIFY E NAO RECONHECE AAAAAAAAAAAAAAA A QUALIDADE DE AUDIO DELA E MT BOA",3,0,2.2.416420.0,2021-08-07 13:23:57
APLICATIVO TA TRAVANDO DEMAIS APOS AS ATUALIZACOES.,3,0,2.2.416420.0,2021-08-06 22:31:55
"DAREI 5 ESTRELAS QUANDO, EU CONSEGUIR CHAMAR ELA COM O TELEFONE BLOQUEADO. IGUAL A ECHO DOT",3,0,2.2.415290.0,2021-08-05 21:07:36
"PEDI PARA ALEXA LIGAR PARA MINHA ESPOSA E NAO CONSEGUIU, DISSE QUE A PESSOA DEVERIA TER UMA CONTA PRA CONSEGUIR LIGAR.",3,0,2.2.416420.0,2021-08-05 08:03:37
QUERIA O APLICATIVO EM PORTUGUES DE PORTUGAL,3,0,2.2.416420.0,2021-08-04 23:15:11
"PRECISA ADICIONAR LINGUAGEM DUPLA DE ENTRADA, PORTUGUES-INGLES, URGENTEMENTE. PRECISA HABILITAR O MODO FAMILIA. AMBAS OPCOES JA EXISTEM EM OUTROS PAISES",3,0,2.2.415290.0,2021-08-04 22:37:48
"GOSTAVA DO APP, MAS TENHO ENFRENTANDO VARIOS PROBLEMAS COMO INTEGRACAO COM O SPOTIFY. AS VEZES JOGOS TERMINAM SEM AVISO PREVIO. QUANDO EXISTEM DOIS PERFIS, TAMBEM NAO E POSSIVEL ENTRAR EM CONTAS SEPARADAS DOS APPS QUE TEM INTERFACE COM A ALEXA.",3,13,2.2.416420.0,2021-08-04 21:05:42
"PRA SER MELHOR PODERIA TER ACIONAMENTO POR VOZ ASSIM COMO O DO GOOGLE, SE TIVESSE EU SUBSTITUIA TRANQUILO O ASSISTENTE DO GOOGLE PELO O ALEXA",3,0,2.2.416420.0,2021-08-04 20:22:50
E BOM MAIS NAO CONSIGO FALAR COM ELA COM O MEU CELULAR BLOQUEADO,3,0,2.2.415290.0,2021-08-04 19:56:53
DOU 3 ESTRELAS... POIS ACHO QUE PODERIAM MELHORAR MAIS E A ECONOMIA DOT DESCONFIGURADO MUITO FACIL...,3,1,2.2.415290.0,2021-08-03 19:09:55
DEVERIA ATENDER COM O TELEFONE BLOQUEADO... SEM PRECISAR O APP,3,0,2.2.415290.0,2021-08-02 20:49:52
"NAO CONSIGO USAR A ECHO COMO PORTA RETRATOS, SO PASSA AS FOTOS DO FACEBOOK. O APP NAO E MUITO INTUITIVO. PODE MELHORAR.",3,0,2.2.415290.0,2021-08-02 16:43:06
MUITO BOM,3,0,2.2.415290.0,2021-08-01 17:23:41
"RETIRARAM A FUNCAO DE CONTROLE DA ENTRADA AUXILIAR DA ALEXA. NAO CONSIGO MAIS USAR COMO CAIXA DE SOM VIA CABO. DEVS, CORRIJAM POR FAVOR.",3,0,2.2.415290.0,2021-08-01 16:10:23
MEU CODIGO NAO CHEGA ,3,0,2.2.415290.0,2021-08-01 00:55:57
"VARIAS VEZES DEMORA MUITO PRA CARREGAR A PAGINA DOS DISPOSITIVOS E PRA EXECUTAR QUALQUER ACAO DENTRO DO APLICATIVO (ALEM DESSA TELA DE DISPOSITIVOS, INCLUSIVE). VOCE CLICA E FICA ESPERANDO MUITOS SEGUNDOS PRA CARREGAR QUALQUER COISA, MESMO A INTERNET ESTAR BOMBANDO NO CELULAR E EM TODA A CASA",3,29,2.2.415290.0,2021-07-31 23:51:07
E MUITO BOM SE TIVER O DOR RCHO. NO CELULAR DEIXA A DESEJAR ALGUNS PONTOS.,3,0,2.2.413073.0,2021-07-31 09:53:38
ACHO O GOOGLE ASSISTENTE MUITO MAIS INTERATIVO,3,0,2.2.413073.0,2021-07-30 23:53:01
"O APP E BOM MAS PRA FICAR MELHOR PRECISA DE ALGUNS MELHORIAS SIMPLES, AMAZON POR FAVOR COLOQUE A OPCAO DE USAR O APLICATIVO EM SEGUNDO PLANO E PODER LIBERAR O ASSISTENTE DE VOZ COM A ATIVACAO NO LUGAR DO ""OK GOOGLE"", EU TER QUE INSTALAR E PAGAR O APP ULTIMATE ALEXA DE TERCEIROS PARA FAZER ESSAS FUNCOES E LAMENTAVEL!",3,0,2.2.413073.0,2021-07-30 06:06:56
"AS VEZES A ALEXA FALHA , NAO ENTENDE O QUE SE PEDE E E MUITO DIFICIL O PAREAMENTO DE APARELHOS, E SO FUNCIONA PARA DESLIGAR NUNCA PARA LIGAR OS APARELHOS NOVAMENTE.",3,0,2.2.415290.0,2021-07-30 03:38:25
GOSTARIA DE ALGUMAS FUNCIONALIDADES QUE SINTO FALTA COMO BLOQUEAR MINHA TELA E PODER FALAR COM ELA SEM TER QUE DESBLOQUEAR A TELA. MAS D RESTO ESTA SENDO BEM INTERESSANTE ATE,3,0,2.2.415290.0,2021-07-30 00:07:21
TODA VEZ QUE ENTRO NO APP O WI-FI DESATIVA,3,0,2.2.415290.0,2021-07-29 20:15:48
"ALEXA, PRECISA TER UMA EVOLUCAO AINDA MELHOR",3,0,2.2.415290.0,2021-07-29 18:47:05
TRAVA MUITO,3,0,2.2.413073.0,2021-07-29 18:36:25
NAO CONSIGO CONFIGURAR MUSICA AMBIENTE COM VARIOS ALEXA'S,3,0,2.2.415290.0,2021-07-29 17:10:03
APP LENTO,3,0,2.2.413073.0,2021-07-28 23:08:03
O APLICATIVO TEM RESPOSTAS LENTAS QUANDO SE TRATA DE AUTOMACAO RESIDENCIAL. E PODERIA APRIMORAR O COMANDO DE VOZ.,3,0,2.2.413073.0,2021-07-28 17:41:06
O TEMPO DE RESPOSTA DO APP E BEM LENTO.,3,0,2.2.413073.0,2021-07-28 14:03:27
GOSTEI DO APLICATIVO ,3,0,2.2.413073.0,2021-07-28 11:56:21
LENTO. PODIA TER MAIS FUNCIONALIDADES. PRINCIPALMENTE PARA O BRASIL. PORQUE SEI QUE PARA O EUA A AMAZON LIBERA VARIAS FUNCOES,3,1,2.2.413073.0,2021-07-28 00:03:09
"MUITO BOM VARIAS COISAS, MAS SERIA PEDIR MUITO PRA UM SIMPLES LEMBRETE FUNCIONAR DIREITO?",3,0,2.2.413073.0,2021-07-27 20:02:34
"APP MUITO BOM, MAS AS VEZES NAO ENTENDE O QUE AGENTE FALA.",3,0,2.2.413073.0,2021-07-27 19:00:53
"E MUITO LENTO O APLICATIVO. TRAVA BASTANTE E NAO E MUITO FACIL CONFIGURAR, PARECE QUANDO VC QUER RESOLVER ALGUM PROBLEMA COM O GOVERNO, QUE VC PERDE SEU TEMPO E NAO CONSEGUE RESOLVER. A ALEXA E FUNCIONAL, MAS TEM HORA QUE NAO ENTENDE O QUE VOCE FALA",3,11,2.2.413073.0,2021-07-27 17:00:46
"O APP E BOM POREM QANDO VOU GRAVAR UMA MSG DE VOZ NAO ESTOU CONSEGUINDO AI PRECISO TODA VEZ DESINSTALAR O APP E ABRIR NOVAMENTE PRA PODER GRAVAR, AI GRAVO E DEPOIS DE UM TEMPO ACONTECE NOVAMENTE.",3,0,2.2.413073.0,2021-07-27 11:22:08
AS VEZES MUITO LENTO,3,0,2.2.413073.0,2021-07-26 20:10:45
BOM,3,0,2.2.413073.0,2021-07-25 20:31:41
COM MUITA DIFICULDADES AINDA,3,0,2.2.413073.0,2021-07-25 09:31:41
BOM ATE,3,0,2.2.413073.0,2021-07-24 17:48:11
"BOA, MAS QUANDO PECO PRA ADICIONAR UMA MUSICA A BIBLIOTECA ESTA N ESTA ENTENDENDO ELA FALA ""NAO CONSIGO ENCONTRAR NADA NA LOJA DE MUSICA QUE CORRESPONDA AO QUE ESTA TOCANDO""",3,1,2.2.413073.0,2021-07-23 21:47:22
BOA EXPERIENCIA,3,0,2.2.413073.0,2021-07-23 08:35:37
"TO ACHANDO MUITO ESTRANHO O SOM DA ALEXA, PARECE ESTAR BAIXO DEMAIS. AUMENTO VOLUME E NAO FAZ MUITA DIFERENCA.",3,0,2.2.407457.0,2021-07-22 17:48:51
"PRECISAVA TER O APLICATIVO NA OPCAO EM PORTUGUES DE PORTUGAL. ESTA MUITO LENTO O APLICATIVO DEPOIS DAS NOVAS ATUALIZACOES. PRECISA DAR SUGESTOES DE NOMES PARA POR NO APARELHO, ALEXA, AMAZON, ECHO E MUITO POUCO PARA QUEM TEM VARIOS APARELHOS EM CASA.",3,2,2.2.413073.0,2021-07-22 13:26:05
TRAVAMENTOS CORRIQUEIROS ATRAPALHAM O USO DO APP.,3,0,2.2.413073.0,2021-07-21 23:47:03
POR ENQUANTO,3,0,2.2.413073.0,2021-07-21 20:35:20
"MUITO BOM O APLICATIVO, MAS O QUE MAIS QUERO AGORA E A SKILL DO TIDAL AQUI PARA O BRASIL PARA FUNCIONAR NO ECHO DOT, EM ALGUNS OUTROS PAISES JA FUNCIONA, SE NAO FOSSE POR ISSO ERA 5 ESTRELAS",3,1,2.2.413073.0,2021-07-21 09:49:04
FALTA ESTAR EM PORTUGUES DE PORTUGAL,3,0,2.2.413073.0,2021-07-20 08:09:55
BOM,3,0,2.2.413073.0,2021-07-20 08:03:23
"TEM MUITO A QUE MELHORAR PARA O MERCADO NACIONAL, MAS E BOM",3,0,2.2.413073.0,2021-07-19 21:55:28
MUITO BOM POIS MUITO DIFICIL CONFIGURAR,3,0,2.2.413073.0,2021-07-19 20:24:37
NAO RECONHECE O SPOTIFY COMO APLICATIVO PADRAO E NAO RECONHECE O ENDERECO PARA A PREVISAO DO TEMPO.,3,0,2.2.413073.0,2021-07-19 11:51:09
"NAO SEI PORQUE, QUANDO ESTOU OUVINDO UM LIVRO PELO ALEXA ELE SEMPRE VOLTA AO CAPITULO ANTERIOR, LER ALGUMAS PAGINAS MAS RETORNA AO INICIO, ALGUEM PODE ME AJUDAR.",3,0,2.2.413073.0,2021-07-18 14:33:33
EU CHAMO A ALEXA FORA DO APLICATIVO E ELA NAO RESPONDE.,3,0,2.2.413073.0,2021-07-18 05:31:06
"DEVERIA DAR PARA UTILIZAR SEMPRE, MESMO COM O APLICATIVO FECHADO",3,0,2.2.413073.0,2021-07-18 04:06:33
O APP ESTA MUITO LENTO E DEMORANDO PRA CARREGAR,3,0,2.2.413073.0,2021-07-17 17:38:39
MUITO NOME,3,0,2.2.413073.0,2021-07-17 14:01:05
BOM,3,0,2.2.410255.0,2021-07-17 10:49:14
RAZOAVEL,3,0,2.2.410255.0,2021-07-17 00:17:45
MUITA COISA QUE ESTA LIBERADA NA CONTA AMERICANA E NAO LIBERARAM PARA O BR,3,0,2.2.413073.0,2021-07-16 23:50:00
ESCUTAR OS LIVROS PELA ALEXA E MUITO RUIM. NAO E POSSIVEL VOLTAR PARA O INICIO E NEM SELECIONAR OS CAPITULOS. E NECESSARIO TER MAIS CONTROLES.,3,3,2.2.413073.0,2021-07-16 13:30:06
"DE VEZ EM QUANDO DA UM ERRO DE LEVE, MAS NO GERAL FUNCIONA BEM.",3,0,2.2.410255.0,2021-07-16 13:10:20
"ATE QUE E AVANCADO E FUNCIONA BEM, ATE ATENDE ALGUMAS NECESSIDADES. VALEU",3,0,2.2.410255.0,2021-07-15 19:41:35
TOP,3,0,2.2.407457.0,2021-07-15 17:06:05
PRECISA MELHORAR A INTERACAO COM O CELULAR. FORA ISSO A COMPREENSAO E OTIMA,3,0,2.2.410255.0,2021-07-15 12:42:43
"INTERFACE BONITA, NEM PARECE SER DA AMAZON, MAS ACHO DESNECESSARIO COLOCAR O NOME DE CADA APP NO ICONE, O LOGO DE ANTES ERA MUITO BONITO E UNICO, AGORA VOLTOU AQUELA APARENCIA ANTIGA E NADA MODERNO NO ICONE DA ALEXA . FORA O ICONE, E 75%.",3,0,2.2.413073.0,2021-07-14 23:57:03
PROPAGANDAS DA AMAZON NO MEIO DE UM BRIEFING DE NOTICIAS,3,0,2.2.410255.0,2021-07-14 09:46:52
"ESTOU TENDO PROBLEMAS PRA SINCRONIZAR A ALEXA COM O EBOOK QUE ESTOU LENDO. A IDEIA E QUE ELA LEIA DE ONDE EU PAREI NO KINDLE, MAS ISSO NAO ESTA ACONTECENDO. TAMBEM ACONTECEU DE, DO NADA, ELA PARAR DE LER E DEPOIS CONTINUAR DE UM PARAGRAFO PAGINAS ANTES.",3,2,2.2.410255.0,2021-07-14 09:04:58
MUITOS BUGS CHATOS,3,0,2.2.410255.0,2021-07-14 08:03:48
APP TRAVADO,3,0,2.2.407457.0,2021-07-14 04:14:09
"FALTA DUAS COISAS NO APP: 1) NAO CONSIGO CONECTAR O DEEZER. OUTROS PLAYERS DE MUSICA, COMO SPOTIFY, ESTAO CONECTADOS COM O APP, MAS O QUE EU UTILIZO, O DEEZER, NAO. PELO MENOS DA PARA UTILIZAR O AMAZON MUSIC; 2) NAO CONSEGUI CONECTAR MINHA SMARTV DA PHILIPS.",3,1,2.2.410255.0,2021-07-13 23:18:47
"O APLICATIVO E OTIMO FACIL DE MEXER ETC, O UNICO PROBLEMA E QUE ELE E MUITO DEVAGAR TRAVA MUITO E BEM CHATO DE MEXER POIS TRAVA MUITO",3,1,2.2.410255.0,2021-07-13 19:20:40
"BOM APP, MAS DEMORA 10S PARA RESPONDER A CADA TOQUE.",3,0,2.2.410255.0,2021-07-13 08:38:02
"LENTO E AS VEZES TRAVA. E EFICIENTE, MAS PODERIA SER MUITO MELHOR!",3,0,2.2.410255.0,2021-07-13 05:03:39
"O APP E LENTO, A NAVEGACAO NELE E BEM COMPLICADA. FORA ISSO, BOAS FUNCIONALIDADES",3,0,2.2.410255.0,2021-07-12 23:21:20
"TENHO UMA ROKU TV ,E NAO ACHO SKIL PARA USAR COM A MINHA ECHO DOOT",3,0,2.2.410255.0,2021-07-12 21:30:08
NAO SEI USAR ESSE APP,3,0,2.2.410255.0,2021-07-12 12:24:14
BOA,3,0,2.2.410255.0,2021-07-11 12:50:51
MUITO PESSADO O APLICATIVO E UM POUCO DIFICIL DE MANUSEIO,3,0,2.2.410255.0,2021-07-10 14:36:29
NAO TEM YOUTUBE MUSIC,3,0,2.2.410255.0,2021-07-10 13:48:28
"APLICATIVO NAO OFERECE UMA BOA EXPERIENCIA, A PARTE DE REPRODUCAO DE STREAM NAO E ESTAVEL",3,0,2.2.410255.0,2021-07-10 10:34:21
CONSOME MUITA ENERGIA EM SEGUNDO PLANO!,3,0,2.2.410255.0,2021-07-09 20:43:41
"POXA QUE ATUALIZACAO RUIN,SEM FALAR QUE O DESIGNE DO DOWIDGETS FICOU HORRIVEL,SERIA OTIMO SEM AQUELE FUNDO BRANCO.",3,0,2.2.410255.0,2021-07-09 18:17:11
A INCRIVEL DEMORA DA ALEXANDRE JA QUE ELE FICOU DUAS HORAS DESCONECTADO SOZINHA E NAO ENTROU NA INTERNET DA MINHA CASA,3,0,2.2.410255.0,2021-07-08 17:34:02
MUITAS VEZES EU BERRO E ELA NAO RESPONDE,3,0,2.2.410255.0,2021-07-07 02:16:20
PODE MELHORAR,3,0,2.2.410255.0,2021-07-06 21:12:37
UM APP ATE Q BOM MAS DEMORA MUITO PRA ABRIR AINDA MAS QUANDO VAMOS CRIAR UMA ATIVIDADE OU REFISTRAR EM UM NOVA REDE ACHO QUE PODERIA TER UMA VISAO MAS AMPLA PRA AGILIZAR ESSA PARTE MUITO BUG,3,0,2.2.410255.0,2021-07-06 01:33:06
PRECISA MELHORAR O SERVICO DE STREAMING E APLICATIVO MUITO COMPLICADO,3,0,2.2.410255.0,2021-07-05 00:20:31
"LIMITADO PARA CONFIGURACOES AVANCADAS, POREM SIMPLES. O FAMOSO ""DA PRO GASTO""",3,0,2.2.410255.0,2021-07-03 23:44:29
"SKILLS E GAMES SO APARECE INGLES, ALEMAO E ESPANHOL",3,0,2.2.410255.0,2021-07-03 21:53:47
NAO CONSIGO ACESSAR NOTICIARIO EM PORTUGUES,3,0,2.2.410255.0,2021-07-03 20:45:45
MUITO BOM,3,0,2.2.407457.0,2021-07-03 19:15:38
"ATE AGORA E BOM, MAIS TUDO E PAGO, TEM UMAS COISA BOA, PEDI PRA ALEX TOCA BYONCE SO DA SE FOR PAGO, TEM UMAS LISTA ATE BOAS DE MUSICAS GRATIS. MAIS PODERIA ACESSAR NOSSA PASTA DE MUSICA E VIDEO.",3,0,2.2.410255.0,2021-07-03 17:01:15
"O APLICATIVO TRAVA AS VEZES OU FICA LENTO, DEMORA EM RESPONDER.",3,0,2.2.410255.0,2021-07-03 07:25:08
AINDA NAO CONSEGUI FICAR SATISFEITO COM A INTELIGENCIA DELA,3,0,2.2.410255.0,2021-07-02 19:34:10
ESTOU TENDO PROBLEMAS COM O MICROFONE ELA NAO ME OUVE,3,0,2.2.410255.0,2021-07-02 12:08:20
BOA,3,0,2.2.407457.0,2021-07-02 07:09:13
APLICATIVO BOM POREM SERIA MELHOR SE ATIVA-SE SEM CLICAR NA TELA DO CELULAR SO POR VOZ.,3,0,2.2.410255.0,2021-07-02 01:23:01
"MUITO BOM ,SOM TEM ALGUMAS FUNCOES QUE NAO PEGA.",3,0,2.2.410255.0,2021-07-01 13:04:51
"NAO E PADRAO AMAZON, SE COMPARADO COM O APP DE COMPRAS, O DE VIDEO E O KINDLE (OS QUE MAIS USO). ALEM DISSO, E IMPENSAVEL QUE UM APP DESTINADO AO GERENCIAMENTO DE DISPOSITIVOS INTELIGENTES NAO ACEITE O LOGIN DE MAIS DE UMA PESSOA, CRIANDO UM GRUPO DE PESSOAS LIGADAS AOS DISPOSITIVOS, CADA UMA COM SUA CONTA (DISPONIVEL PARA AS CONTAS AMERICANAS).",3,76,2.2.410255.0,2021-07-01 13:02:26
"O APLICATIVO E RAZOAVEL, NAO E MUITO INTUITIVO E POR VEZES CONFUSO NAS CONFIGURACOES, PRINCIPALMENTE NO VOLUME DE LEMBRETES E MENSAGENS DE VOZ. FICA ABAIXO DA QUALIDADE DO DISPOSITIVO ALEXA EM SI.",3,0,2.2.407457.0,2021-07-01 12:06:21
"OTIMO APP MAS TEM COISAS QUE PODEM SER MELHORADAS. COMO POR EXEMPLO NA PARTE DE ROTINAS, PODER COLOCAR UMA SERIE DE PALAVRAS/FRASES QUE PODEM SER FALADAS PARA ATIVAR TAL ROTINA, POIS E MUITO RUIM TER QUE CRIAR VARIAS ROTINAS PARA A MESMA COISA SO PARA TER UMA FRASE COM UMA PALAVRA DIFERENTE COMO ""LIGAR TV"" ""LIGA A TV"" ""LIGAR A TELEVISAO"" ""LIGA TELEVISAO""... COMO A CONCORRENTE FAZ.",3,136,2.2.410255.0,2021-07-01 11:04:09
"O APP E BEM SIMPLES DE MEXER E PRATICO POREM O APP TRAVA MUITO E E MEIO LENTO EM ALGUNS MOMENTOS... SEM CONTAR QUE CMG, ESTA BUGANDO COM ALGUMAS LUZES DA PHILIPS QUE JA EXCLUI E CONTINUAM APARECENDO..",3,1,2.2.407457.0,2021-07-01 10:22:29
O APP E BOM MAS O VISUAL PODERIA SER MAIS AGRADAVEL E CLEAN.,3,0,2.2.407457.0,2021-07-01 10:15:10
ESPERAVA MAIS.,3,0,2.2.407457.0,2021-06-30 19:52:31
POR ENQUANTO VAI BEM,3,0,2.2.407457.0,2021-06-30 19:26:00
A SER APRIMORADA,3,0,2.2.407457.0,2021-06-30 18:32:54
"AQUI NO APP, A BIBLIOTECA KINDLE NAO ESTA COM A OPCAO DE ABRIR, PARA QUE POSSA ESCOLHER O E-BOOK PARA A ALEXA LER PRA MIM. E SE EU PECO PARA ELA LER, ELA ENTENDE TUDO ERRADO...",3,43,2.2.407457.0,2021-06-30 11:58:17
UM POUCO LENTO,3,0,2.2.407457.0,2021-06-29 23:22:26
"NAO DOU 5 ESTRELAS PORQUE SEI QUE ESTA SEMPRE EM DESENVOLVIMENTO, MAS E SHOW DE BOLA!!!",3,0,2.2.407457.0,2021-06-29 19:59:32
SO TINHA QUE SUBSTITUIR O OK GOOGLE A ALTURA. APLICATIVO TEM QUE ESTAR ABERTO OU ENTAO CLICAR NO BOTAO HOME DO SMARTPHONE.,3,0,2.2.407457.0,2021-06-29 14:19:18
O APP NAO RECONHECE ENDERECOS QUANDO PECO O MELHOR TRAJETO.,3,1,2.2.407457.0,2021-06-29 13:46:37
"O SOFTWARE DA ALEXA QUE E DISTRIBUIDO AO BRASIL NAO CHEGA AOS PES DO SOFTWARE AMERICANO. O DO BRASIL PARECE UM APP ""TRIAL"" DE TAO POBRE QUE E. QUAL E O IMPEDIMENTO PARA TERMOS A MESMA VERSAO DELES?",3,1,2.2.398067.0,2021-06-29 12:25:06
DESIGN MUITO FRACO,3,0,2.2.407457.0,2021-06-28 23:16:48
GOSTEI DO APP MAIS O UNICO PROBLEMA E QUE TEM QUE ENTRAR NO APP PARA RECEBER COMANDO TIPO SE EU QUISER SABER A HORA EU TENHO QUE ENTRAR NO APP PARA PERGUNTAR EU ACHO QUR DEVERIA MELHORAR NISSO,3,1,2.2.407457.0,2021-06-28 21:47:37
INTERESSANTE,3,0,2.2.407457.0,2021-06-28 19:37:05
"OTIMIZA ESSE APLICATIVO PELO AMOR DE DEUS, DE QUE ADIANTA TER UM CELULAR DE ULTIMA GERACAO SE AO MANUSEA-LO E UMA DEMORA E UMA LENTIDAO. OS SERVICOS DA AMAZON SAO EXELENTES, SO ESSE APLICATIVO QUE E UM STRESS DIARIO PRA CONFIGURAR ROTINAS E TUDO NELE.",3,3,2.2.407457.0,2021-06-28 07:36:41
EH GOSTO EATA MUITO BOM SO QUERO USAR SEM TER QUE FICAR NJ APLICATIVO,3,0,2.2.407457.0,2021-06-28 02:40:53
NAO FUNCIONA SEM ESTA COM O APP ABERTO,3,0,2.2.407457.0,2021-06-28 00:48:24
BOM VC PODERIAM MELHORAR O APLICATIVO TIPO TIRAR O E-MAIL PODE TER CRIANCA QUE QUER ABAIXA O APLICATIVO MAIS N CONSEGUE PQ N SABE O E-MAIL VCS PODERIAM MELHORAR ISSO ENT EU DOU 3 ESTRELAS,3,1,2.2.407457.0,2021-06-28 00:13:02
TESTANDO PRA COMPRAR ECHO STUDIO SERA???,3,0,2.2.407457.0,2021-06-27 00:29:05
"O ECHO DOT E MUITO BOM. JA TENHO DOIS AQUI EM CASA. MAS O APLICATIVO E MUITO LENTO. MEU TELEFONE TEM UMA MEMORIA EXCELENTE MAS MESMO ASSIM O APP DEMORA A REALIZAR ALGUNS COMANDOS, COMO POR EXEMPLO, FAZER LIGACAO PARA O MEU ECHO DOT. TALVEZ SE DESMEMBRAR O APP, CRIANDO OUTRO APENAS PARA LIGACOES E OUTRO PRA CONFIGURAR OS DISPOSITIVOS ELE FIQUE MAIS LEVE E OTIMIZADO. ESPERO QUE RESOLVAM EM BREVE PORQUE ISSO E BEM IRRITANTE.",3,56,2.2.407457.0,2021-06-26 21:02:56
"NAO TEM COMO NAO SE ESTRESSAR COM A ALEXA, RARAMENTE TOCA AS MUSICAS QUE PECO, ELA DIZ QUE NAO EXISTE NENHUMA MUSICA DO HENRIQUE E JULIANO, TA DE SACANAGEM NE...",3,3,2.2.407457.0,2021-06-26 13:58:27
BOM,3,0,2.2.407457.0,2021-06-26 10:17:20
GERAL E BOM. POREM.... SPOTIFY NAO ACERTA UMA MUSICA. JA CONFIGUREI DE TUDO QUANTO E JEITO. TENHO ALEX 4 GERACAT E PASSANDO RAIVA COM SPOTIFY E AMAZON ALEX. SE FOSSE POR ESSE DETALHE APENAS DARIA NOTA 0. PELA RAIVA QUE ESTOU PASSANDO.,3,1,2.2.407457.0,2021-06-26 03:53:52
UM POUCO CONFUSO PARA CONFIGURACOES INICIAIS.,3,0,2.2.407457.0,2021-06-25 19:41:14
SE EU FIZER O CADASTRO PARA ALGUMA MENSALIDADE?,3,0,2.2.407457.0,2021-06-25 14:27:21
MUITO BOA,3,0,2.2.407457.0,2021-06-25 14:09:12
MUITO BOM,3,0,2.2.407457.0,2021-06-25 12:26:07
UM APP NOM GOSTEI,3,0,2.2.407457.0,2021-06-25 12:00:59
APP DEVERIA SER MAIS FACIL PARA O LEIGOS,3,0,2.2.407457.0,2021-06-25 11:21:54
O APLICATIVO E BOM DEMAIS TEM VARIOS COMANDOS IGUAL ALEXA ORIGINAL MAS ELA DEMORA UM POUCO PARA RESPONDER,3,1,2.2.407457.0,2021-06-25 09:37:12
QUASE BOM. FALTA LOCALIZAR LOJAS E EMPRESAS. TAMBEM FALTA FLUIDEZ,3,1,2.2.407457.0,2021-06-24 22:04:46
ACHO UM BOM APLICATIVO QUE CUMPRE O BASICO APENAS. NAO E POSSIVEL CRIAR PERFIS DE VOZ NEM PERSONALIZAR FALAS DA ALEXA. NA MINHA OPINIAO FALTA MUITO PRA SER UMA VERDADEIRA ASSISTENTE.,3,5,2.2.407457.0,2021-06-24 14:58:53
"FALTA ACESSO AOS DISPOSITIVOS DA DENON, APP TIPO DI.FM, SOUND CLOUND, TIDAL",3,0,2.2.407457.0,2021-06-23 23:28:52
"BOA TARDE. A AMAZON PODERIA CRIAR UMA SECAO DE SKILL EM PORTUGUES PARA ALEXA, POIS MUDANDO AS LOJAS SO POSSUEM EM INGLES, ALEMAO, ESPANHOL E DINAMARQUES. SERIA BOM TER UMA OPCAO NO CANTO SUPERIOR DIREITO COM SKILL EM PT-BR, PARA O USUARIO NAO SER OBRIGADO A MUDAR A LOCALIZACAO DE TODOS OS DISPOSITIVOS. MUITO OBRIGADO!!",3,3,2.2.407457.0,2021-06-23 17:38:38
INFELIZMENTE NAO FUNCIONA EM PLANO DE FUNDO NO ANDORID,3,0,2.2.407457.0,2021-06-23 13:01:51
"PRECISA MELHORAR, FALTA INCLUIR DISPOSITIVOS DE GATILHO PARA AS ROTINAS, POR EXEMPLO, SE LUZ 01 ACENDER APAGUE A LUZ 02, MAS O APP SO IDENTIFICA OS INTERRUPTORES, PLUGUES E LAMPADAS COMO DISPOSITIVOS DE SAIDA.",3,2,2.2.407457.0,2021-06-23 12:44:27
"PRECISA MELHORAR A OFERTA DE SKILLS, EM RELACAO A QUANTIDADE ESTA OK, MAS A QUALIDADE E BEM RUIM, POUCAS SKILLS ENTREGAM ALGUMA FUNCIONALIDADE UTIL PARA O DIA A DIA E ALGUMAS NEM FUNCIONAM CORRETAMENTE OU PLENAMENTE POR COMANDO DE VOZ (UBER, POR EXEMPLO).",3,4,2.2.407457.0,2021-06-23 09:09:46
MUITO BOM SO TOU MELHO PERDITO NO APP,3,0,2.2.407457.0,2021-06-22 23:32:43
E POSSIVEL ATIVAR A ALEXA COM COMANDO DE VOZ NO SMARTPHONE SEM PRECISAR ENTRAR NO APP?,3,1,2.2.407457.0,2021-06-22 20:08:54
"APP PESADO, MESMO CONECTADO MOSTRA QUE ESTA OFFLINE.",3,1,2.2.407457.0,2021-06-22 15:46:11
"NA ECHO SHOW 5 MUITAS VEZES TENHO DE FALAR REPETIDAS VEZES PARA ME ENTENDER, A TELA TEM O TOQUE MUITO LERDO, DEMORA PARA MUDAR A FUNCAO APOS O TOQUE, E MUITAS VEZES TEIMAM EM NAO MUDAR A MUSICA PEDIDA, E ALGUMAS SKILLS QUE SEI QUE EXISTEM COMO POR EXEMPLO A DO IFOOD NAO APARECE NA LISTA DE SKILLS PARA PODER INSTALAR...",3,0,2.2.407457.0,2021-06-22 14:39:30
TRAVA MUITO.,3,0,2.2.407457.0,2021-06-21 23:53:04
DEMORANDO PRA TER RESPOSTA.,3,0,2.2.407457.0,2021-06-21 18:49:00
PODERIA SER MELHOR,3,0,2.2.407457.0,2021-06-21 13:13:01
ELA NAO ATENDA ALGUMAS FUNCOES,3,0,2.2.407457.0,2021-06-20 12:10:30
